drug,brandNameDrug,medicalDrugName
Zolmitriptan Nasal Spray (Zomig Nasal Spray),Zolmitriptan,Zomig
Zolmitriptan Nasal Spray (Zomig Nasal Spray),Zolmitriptan,Zomig
Zoloft (Sertraline Hcl),Zoloft,Sertraline
Zoloft (Sertraline Hcl),Zoloft,Sertraline
Zolpidem Tartrate (Ambien),Zolpidem,Ambien
Zolpidem Tartrate (Ambien),Zolpidem,Ambien
Zolpidem Tartrate (Ambien CR),Zolpidem,Ambien
Zolpidem Tartrate (Ambien CR),Zolpidem,Ambien
Zolpidem Tartrate (Intermezzo),Zolpidem,Intermezzo
Zolpidem Tartrate (Intermezzo),Zolpidem,Intermezzo
Zolpidem Tartrate Oral Spray (Zolpimist),Zolpidem,Zolpimist
Zolpidem Tartrate Oral Spray (Zolpimist),Zolpidem,Zolpimist
Zolpidem Tartrate Sublingual Tablets (Edluar),Zolpidem,Edluar
Zolpidem Tartrate Sublingual Tablets (Edluar),Zolpidem,Edluar
Zolpimist (Zolpidem Tartrate Oral Spray),Zolpimist,Zolpidem
Zolpimist (Zolpidem Tartrate Oral Spray),Zolpimist,Zolpidem
Zolvit (Hydrocodone Bitartrate and Acetaminophen Oral Solution),Zolvit,Hydrocodone
Zolvit (Hydrocodone Bitartrate and Acetaminophen Oral Solution),Zolvit,Hydrocodone
Zomacton (Somatropin (rDNA origin) for Injection),Zomacton,Somatropin
Zometa (Zoledronic Acid for Inj),Zometa,Zoledronic
Zometa (Zoledronic Acid for Inj),Zometa,Zoledronic
Zomig (Zolmitriptan),Zomig,Zolmitriptan
Zomig (Zolmitriptan),Zomig,Zolmitriptan
Zomig Nasal Spray (Zolmitriptan Nasal Spray),Zomig,Zolmitriptan
Zomig Nasal Spray (Zolmitriptan Nasal Spray),Zomig,Zolmitriptan
Zonalon (Doxepin),Zonalon,Doxepin
"Zonatuss (Benzonatate Capsules, USP 150 mg)",Zonatuss,Benzonatate
Zonegran (Zonisamide),Zonegran,Zonisamide
Zonegran (Zonisamide),Zonegran,Zonisamide
Zonisamide (Zonegran),Zonisamide,Zonegran
Zonisamide (Zonegran),Zonisamide,Zonegran
Zontivity (Vorapaxar Tablets),Zontivity,Vorapaxar
Zorbtive (Somatropin rDNA Origin for Injection),Zorbtive,Somatropin
Zortress (Everolimus),Zortress,Everolimus
Zortress (Everolimus),Zortress,Everolimus
Zorvolex (Diclofenac Capsules),Zorvolex,Diclofenac
Zostavax (Zoster Vaccine Live),Zostavax,Zoster
Zostavax (Zoster Vaccine Live),Zostavax,Zoster
Zoster Vaccine Live (Zostavax),Zoster,Zostavax
Zoster Vaccine Live (Zostavax),Zoster,Zostavax
Zosyn (Piperacillin and Tazobactam Injection),Zosyn,Piperacillin
Zosyn (Piperacillin and Tazobactam Injection),Zosyn,Piperacillin
Zosyn Injection (Piperacillin and Tazobactam Pharmacy Bulk Vial),Zosyn,Piperacillin
"Zotrim (Sulfamethoxazole, Trimethoprim, Phenazopyridine)",Zotrim,Sulfamethoxazole
Zovia (Ehtynodiol Diacetate and Ethinyl Estradiol Tablets),Zovia,Ehtynodiol
Zovia (Ehtynodiol Diacetate and Ethinyl Estradiol Tablets),Zovia,Ehtynodiol
Zovirax (Acyclovir),Zovirax,Acyclovir
Zovirax (Acyclovir),Zovirax,Acyclovir
"Zovirax Cream (Acyclovir Cream, 5%)",Zovirax,Acyclovir
Zovirax Injection (Acyclovir for Injection),Zovirax,Acyclovir
Zovirax Injection (Acyclovir for Injection),Zovirax,Acyclovir
Zovirax Ointment (Acyclovir Ointment),Zovirax,Acyclovir
Zovirax Ointment (Acyclovir Ointment),Zovirax,Acyclovir
Zubsolv (Buprenorphine and Naloxone Sublingual Tablets),Zubsolv,Buprenorphine
Zuplenz (Ondansetron Oral Soluble Film),Zuplenz,Ondansetron
Zurampic (Zurampic Lesinurad Tablets),Zurampic,Zurampic
Zurampic Lesinurad Tablets (Zurampic),Zurampic,Zurampic
"Zutripro (hydrocodone bitartrate, chlorpheniramine maleate, and pseudoephedrine hydrochloride)",Zutripro,hydrocodone
Zyban (Bupropion Hcl),Zyban,Bupropion
Zyban (Bupropion Hcl),Zyban,Bupropion
Zyclara (Imiquimod Cream),Zyclara,Imiquimod
Zyclara (Imiquimod Cream),Zyclara,Imiquimod
Zydelig (Idelalisib Tablets),Zydelig,Idelalisib
Zyderm (Highly Purified Bovine Dermal Collagen Implant),Zyderm,Highly
Zydone (Hydrocodone Bitartrate and Acetaminophen),Zydone,Hydrocodone
Zydone (Hydrocodone Bitartrate and Acetaminophen),Zydone,Hydrocodone
Zyflo (Zileutin),Zyflo,Zileutin
Zyflo CR (Zileuton Extended Release Tablets),Zyflo,Zileuton
Zyflo CR (Zileuton Extended Release Tablets),Zyflo,Zileuton
Zyfrel (Hydrocodone Bitartrate and Acetaminophen Oral Solution ),Zyfrel,Hydrocodone
Zykadia (Ceritinib Hard-gelatin Capsules),Zykadia,Ceritinib
Zylet (Loteprednol Etabonate and Tobramycin),Zylet,Loteprednol
Zylet (Loteprednol Etabonate and Tobramycin),Zylet,Loteprednol
Zyloprim (Allopurinol),Zyloprim,Allopurinol
Zyloprim (Allopurinol),Zyloprim,Allopurinol
Zymar (Gatifloxacin Ophthalmic Solution),Zymar,Gatifloxacin
Zymar (Gatifloxacin Ophthalmic Solution),Zymar,Gatifloxacin
Zymaxid  (Gatifloxacin Ophthalmic Solution),Zymaxid,Gatifloxacin
Zyprexa Relprevv (Olanzapine Extended Release Injectable Suspension),Zyprexa,Olanzapine
Zyprexa Relprevv (Olanzapine Extended Release Injectable Suspension),Zyprexa,Olanzapine
"Zyprexa, Zyprexa Zydis (Olanzapine)",Zyprexa,Olanzapine
"Zyprexa, Zyprexa Zydis (Olanzapine)",Zyprexa,Olanzapine
Zyrtec (Cetirizine),Zyrtec,Cetirizine
Zyrtec (Cetirizine),Zyrtec,Cetirizine
"Zyrtec-D (Cetirizine, Pseudoephedrine)",Zyrtec-D,Cetirizine
"Zyrtec-D (Cetirizine, Pseudoephedrine)",Zyrtec-D,Cetirizine
Zytiga (Abiraterone Acetate Tablets),Zytiga,Abiraterone
Zytiga (Abiraterone Acetate Tablets),Zytiga,Abiraterone
Zyvox (Linezolid),Zyvox,Linezolid
Zyvox (Linezolid),Zyvox,Linezolid
Yasmin (Drospirenone and Ethinyl Estradiol),Yasmin,Drospirenone
Yasmin (Drospirenone and Ethinyl Estradiol),Yasmin,Drospirenone
Yaz (Drospirenone and Ethinyl Estradiol),Yaz,Drospirenone
Yaz (Drospirenone and Ethinyl Estradiol),Yaz,Drospirenone
Yellow Fever Vaccine (Yf-Vax),Yellow,Yf-Vax
Yellow Fever Vaccine (Yf-Vax),Yellow,Yf-Vax
Yervoy (Ipilimumab Injection),Yervoy,Ipilimumab
Yervoy (Ipilimumab Injection),Yervoy,Ipilimumab
Yf-Vax (Yellow Fever Vaccine),Yf-Vax,Yellow
Yf-Vax (Yellow Fever Vaccine),Yf-Vax,Yellow
Yocon (Yohimbine Hydrochloride),Yocon,Yohimbine
Yocon (Yohimbine Hydrochloride),Yocon,Yohimbine
Yohimbine (Aphrodyne),Yohimbine,Aphrodyne
Yohimbine Hydrochloride (Yocon),Yohimbine,Yocon
Yohimbine Hydrochloride (Yocon),Yohimbine,Yocon
Yondelis (Trabectedin for Injection),Yondelis,Trabectedin
Yosprala (Aspirin and Omeprazole Tablets),Yosprala,Aspirin
Xalatan (Latanoprost Ophthalmic),Xalatan,Latanoprost
Xalatan (Latanoprost Ophthalmic),Xalatan,Latanoprost
Xalkori (crizotinib),Xalkori,crizotinib
Xalkori (crizotinib),Xalkori,crizotinib
Xanax (Alprazolam),Xanax,Alprazolam
Xanax (Alprazolam),Xanax,Alprazolam
Xanax XR (Alprazolam),Xanax,Alprazolam
Xanax XR (Alprazolam),Xanax,Alprazolam
Xarelto (Rivaroxaban Film-Coated Oral Tablets),Xarelto,Rivaroxaban
Xarelto (Rivaroxaban Film-Coated Oral Tablets),Xarelto,Rivaroxaban
Xartemis XR (Oxycodone Hydrochloride and Acetaminophen Extended-Release),Xartemis,Oxycodone
Xeljanz (Tofacitinib Tablets),Xeljanz,Tofacitinib
Xeljanz (Tofacitinib Tablets),Xeljanz,Tofacitinib
Xeloda (Capecitabine),Xeloda,Capecitabine
Xeloda (Capecitabine),Xeloda,Capecitabine
Xenazine  (Tetrabenazine Tablets),Xenazine,Tetrabenazine
Xenazine  (Tetrabenazine Tablets),Xenazine,Tetrabenazine
Xenical (Orlistat 120 mg),Xenical,Orlistat
Xenical (Orlistat 120 mg),Xenical,Orlistat
Xenon Gas in Carbon Dioxide (Xenon Xe 133 Gas),Xenon,Xenon
Xenon Xe 133 Gas (Xenon Gas in Carbon Dioxide),Xenon,Xenon
Xeomin (Incobotulinumtoxin A for Injection),Xeomin,Incobotulinumtoxin
Xeomin (Incobotulinumtoxin A for Injection),Xeomin,Incobotulinumtoxin
Xerese (Acyclovir and Hydrocortisone Cream),Xerese,Acyclovir
Xerese (Acyclovir and Hydrocortisone Cream),Xerese,Acyclovir
Xgeva (Denosumab),Xgeva,Denosumab
Xgeva (Denosumab),Xgeva,Denosumab
Xiaflex (Collagenase Clostridium Histolyticum),Xiaflex,Collagenase
Xiaflex (Collagenase Clostridium Histolyticum),Xiaflex,Collagenase
Xibrom (Bromfenac Ophthalmic Solution ),Xibrom,Bromfenac
Xibrom (Bromfenac Ophthalmic Solution ),Xibrom,Bromfenac
Xifaxan (Rifaximin),Xifaxan,Rifaximin
Xifaxan (Rifaximin),Xifaxan,Rifaximin
Xigduo XR (Dapagliflozin and Metformin HCl Extended-release Tablets),Xigduo,Dapagliflozin
Xigris (Drotrecogin alfa),Xigris,Drotrecogin
Xigris (Drotrecogin alfa),Xigris,Drotrecogin
"Xiidra (Lifitegrast Ophthalmic Solution, 5%)",Xiidra,Lifitegrast
Ximino (Minocycline Hydrochloride),Ximino,Minocycline
Xofigo (Radium Ra 223 Dichloride),Xofigo,Radium
Xolair (Omalizumab),Xolair,Omalizumab
Xolair (Omalizumab),Xolair,Omalizumab
Xolegel (Ketoconazole),Xolegel,Ketoconazole
Xolegel (Ketoconazole),Xolegel,Ketoconazole
Xopenex (Levalbuterol),Xopenex,Levalbuterol
Xopenex (Levalbuterol),Xopenex,Levalbuterol
Xopenex HFA (Levalbuterol Tartrate Inhalation Aerosol),Xopenex,Levalbuterol
Xopenex HFA (Levalbuterol Tartrate Inhalation Aerosol),Xopenex,Levalbuterol
Xtampza ER (Oxycodone Extended-release Capsules),Xtampza,Oxycodone
Xtandi (Enzalutamide Capsules),Xtandi,Enzalutamide
Xtandi (Enzalutamide Capsules),Xtandi,Enzalutamide
Xtoro (Finafloxacin Otic Suspension),Xtoro,Finafloxacin
Xulane (Norelgestromin and Ethinylestradiol Transdermal System),Xulane,Norelgestromin
Xuriden (Uridine Triacetate Oral Granules),Xuriden,Uridine
Xylocaine (Lidocaine),Xylocaine,Lidocaine
Xylocaine (Lidocaine),Xylocaine,Lidocaine
Xylocaine (lidocaine HCl and epinephrine),Xylocaine,lidocaine
Xylocaine MPF Sterile Solution (Lidocaine HCl Sterile Solution),Xylocaine,Lidocaine
Xylocaine MPF Sterile Solution (Lidocaine HCl Sterile Solution),Xylocaine,Lidocaine
Xylocaine Viscous (Lidocaine Hydrochloride Solution),Xylocaine,Lidocaine
Xylocaine Viscous (Lidocaine Hydrochloride Solution),Xylocaine,Lidocaine
Xyntha (Antihemophilic Factor),Xyntha,Antihemophilic
Xyrem (Sodium Oxybate),Xyrem,Sodium
Xyrem (Sodium Oxybate),Xyrem,Sodium
Xyzal (Levocetirizine Dihydrochloride),Xyzal,Levocetirizine
Xyzal (Levocetirizine Dihydrochloride),Xyzal,Levocetirizine
Warfarin Sodium (Coumadin),Warfarin,Coumadin
Warfarin Sodium (Coumadin),Warfarin,Coumadin
Warfarin Sodium Tablets (Jantoven),Warfarin,Jantoven
Warfarin Sodium Tablets (Jantoven),Warfarin,Jantoven
Welchol (Colesevelam Hcl),Welchol,Colesevelam
Welchol (Colesevelam Hcl),Welchol,Colesevelam
Wellbutrin (Bupropion Hcl),Wellbutrin,Bupropion
Wellbutrin (Bupropion Hcl),Wellbutrin,Bupropion
Wellbutrin SR (Bupropion Hydrochloride Sustained-Release),Wellbutrin,Bupropion
Wellbutrin SR (Bupropion Hydrochloride Sustained-Release),Wellbutrin,Bupropion
Wellbutrin XL (Bupropion Hydrochloride Extended-Release),Wellbutrin,Bupropion
Wellbutrin XL (Bupropion Hydrochloride Extended-Release),Wellbutrin,Bupropion
Westcort Cream (Hydrocortisone Valerate Cream),Westcort,Hydrocortisone
Westcort Cream (Hydrocortisone Valerate Cream),Westcort,Hydrocortisone
Westcort Ointment (Hydrocortisone Valerate Ointment),Westcort,Hydrocortisone
Westcort Ointment (Hydrocortisone Valerate Ointment),Westcort,Hydrocortisone
"Westhroid (Thyroid Tablets, USP)",Westhroid,Thyroid
Wigraine (Ergotamine and Caffeine),Wigraine,Ergotamine
Wilate (von Willebrand Factor/Coagulation Factor VIII Complex (Human)),Wilate,von
WinRho SDF ([Rh (D) Immune Globulin Intravenous (Human)] (WinRho SDF) Solution for  Injection ),WinRho,Rh
Winstrol (Anabolic steroids),Winstrol,Anabolic
Pacerone (Amiodarone HCl Tablets),Pacerone,Amiodarone
Paclitaxel (Taxol),Paclitaxel,Taxol
Paclitaxel (Taxol),Paclitaxel,Taxol
Palbociclib Capsules for Oral Administration (Ibrance),Palbociclib,Ibrance
Palifermin (Kepivance),Palifermin,Kepivance
Palifermin (Kepivance),Palifermin,Kepivance
Paliperidone (Invega),Paliperidone,Invega
Paliperidone (Invega),Paliperidone,Invega
Paliperidone Palmitate Extended-Release Injectable Suspension (Invega Sustenna),Paliperidone,Invega
Paliperidone Palmitate Extended-release Injectable Suspension (Invega Trinza),Paliperidone,Invega
Palivizumab (Synagis),Palivizumab,Synagis
Palivizumab (Synagis),Palivizumab,Synagis
Palladone (Hydromorphone Hydrochloride Extended-release Capsules),Palladone,Hydromorphone
Palonosetron HCl Capsules (Aloxi Capsules),Palonosetron,Aloxi
Palonosetron HCl Capsules (Aloxi Capsules),Palonosetron,Aloxi
Palonosetron hydrochloride (Aloxi),Palonosetron,Aloxi
Palonosetron hydrochloride (Aloxi),Palonosetron,Aloxi
Pamelor (Nortriptyline HCl),Pamelor,Nortriptyline
Pamelor (Nortriptyline HCl),Pamelor,Nortriptyline
Pamidronate Disodium (Aredia),Pamidronate,Aredia
Pamidronate Disodium (Aredia),Pamidronate,Aredia
Pamidronate Disodium Injection (Pamidronate Disodium Injection),Pamidronate,Pamidronate
Pancreaze (Pancrelipase Microtablets),Pancreaze,Pancrelipase
Pancrecarb (Pancrelipase),Pancrecarb,Pancrelipase
Pancrecarb (Pancrelipase),Pancrecarb,Pancrelipase
Pancrelipase (Pancrecarb),Pancrelipase,Pancrecarb
Pancrelipase (Pancrecarb),Pancrelipase,Pancrecarb
Pancrelipase (Pertzye),Pancrelipase,Pertzye
Pancrelipase (Ultrase),Pancrelipase,Ultrase
Pancrelipase (Ultrase),Pancrelipase,Ultrase
Pancrelipase (Ultresa),Pancrelipase,Ultresa
Pancrelipase (Viokace),Pancrelipase,Viokace
Pancrelipase (Viokace),Pancrelipase,Viokace
Pancrelipase Capsules (Creon),Pancrelipase,Creon
Pancrelipase Capsules (Creon),Pancrelipase,Creon
Pancrelipase Capsules (Ultrase MT),Pancrelipase,Ultrase
Pancrelipase Capsules (Ultrase MT),Pancrelipase,Ultrase
Pancrelipase Delayed Release Capsules (Zenpep),Pancrelipase,Zenpep
Pancrelipase Delayed Release Capsules (Zenpep),Pancrelipase,Zenpep
Pancrelipase Delayed-Release Minimicrospheres (Creon 5),Pancrelipase,Creon
Pancrelipase Delayed-Release Minimicrospheres (Creon 5),Pancrelipase,Creon
Pancrelipase Delayed-Released Capsules (Creon 10),Pancrelipase,Creon
Pancrelipase Delayed-Released Capsules (Creon 10),Pancrelipase,Creon
Pancrelipase Delayed-Released Capsules (Creon 20),Pancrelipase,Creon
Pancrelipase Delayed-Released Capsules (Creon 20),Pancrelipase,Creon
Pancrelipase Microtablets (Pancreaze),Pancrelipase,Pancreaze
"Pancrelipase Tablets,  Powder (Viokase)",Pancrelipase,Viokase
"Pancrelipase Tablets,  Powder (Viokase)",Pancrelipase,Viokase
Pancuronium Bromide Injection (Pavulon),Pancuronium,Pavulon
Pandel (Hydrocortisone Probutate Cream),Pandel,Hydrocortisone
Pandel (Hydrocortisone Probutate Cream),Pandel,Hydrocortisone
Panhematin (Hemin),Panhematin,Hemin
Panhematin (Hemin),Panhematin,Hemin
Panitumumab Injection for Intravenous Use (Vectibix),Panitumumab,Vectibix
Panitumumab Injection for Intravenous Use (Vectibix),Panitumumab,Vectibix
Panobinostat Capsules (Farydak),Panobinostat,Farydak
Panretin (Alitretinoin),Panretin,Alitretinoin
Panretin (Alitretinoin),Panretin,Alitretinoin
Pantoprazole (Protonix),Pantoprazole,Protonix
Pantoprazole (Protonix),Pantoprazole,Protonix
Pantoprazole Sodium (Protonix I.V.),Pantoprazole,Protonix
Papain and Urea (Accuzyme),Papain,Accuzyme
Papaverine (Papaverine),Papaverine,Papaverine
Papaverine (Papaverine),Papaverine,Papaverine
Papaverine Hydrochloride Injection (Papaverine Injection),Papaverine,Papaverine
Papaverine Hydrochloride Injection (Papaverine Injection),Papaverine,Papaverine
Papaverine Injection (Papaverine Hydrochloride Injection),Papaverine,Papaverine
Papaverine Injection (Papaverine Hydrochloride Injection),Papaverine,Papaverine
Parafon Forte (Chlorzoxazone),Parafon,Chlorzoxazone
Parafon Forte (Chlorzoxazone),Parafon,Chlorzoxazone
Paraplatin (Carboplatin),Paraplatin,Carboplatin
Paraplatin (Carboplatin),Paraplatin,Carboplatin
Parathyroid Hormone for Injection (Natpara),Parathyroid,Natpara
Parcopa (Carbidopa and Levodopa Extended-release Tablets),Parcopa,Carbidopa
Paregoric (Anhydrous Morphine),Paregoric,Anhydrous
Paregoric (Anhydrous Morphine),Paregoric,Anhydrous
"Paremyd (Hydroxyamphetamine Hydrobromide, Tropicamide)",Paremyd,Hydroxyamphetamine
Paricalcitol (Zemplar Capsules),Paricalcitol,Zemplar
Paricalcitol (Zemplar Capsules),Paricalcitol,Zemplar
Paricalcitol Injection Fliptop Vial (Zemplar Injection),Paricalcitol,Zemplar
Parlodel (Bromocriptine Mesylate),Parlodel,Bromocriptine
Parlodel (Bromocriptine Mesylate),Parlodel,Bromocriptine
Parnate (Tranylcypromine),Parnate,Tranylcypromine
Parnate (Tranylcypromine),Parnate,Tranylcypromine
Paromomycin Sulfate (Paromomycin Sulfate Capsules),Paromomycin,Paromomycin
Paromomycin Sulfate (Paromomycin Sulfate Capsules),Paromomycin,Paromomycin
Paromomycin Sulfate Capsules (Humatin),Paromomycin,Humatin
Paromomycin Sulfate Capsules (Paromomycin Sulfate),Paromomycin,Paromomycin
Paromomycin Sulfate Capsules (Paromomycin Sulfate),Paromomycin,Paromomycin
Paroxetine Capsules 7.5 mg (Brisdelle),Paroxetine,Brisdelle
Paroxetine Hydrochloride (Paxil),Paroxetine,Paxil
Paroxetine Hydrochloride (Paxil),Paroxetine,Paxil
Paroxetine Hydrochloride (Paxil-CR),Paroxetine,Paxil-CR
Paroxetine Hydrochloride (Paxil-CR),Paroxetine,Paxil-CR
Paroxetine Mesylate (Pexeva),Paroxetine,Pexeva
Paroxetine Mesylate (Pexeva),Paroxetine,Pexeva
Paser (Aminosalicylic Acid),Paser,Aminosalicylic
Pasireotide Diaspartate for Injection (Signifor),Pasireotide,Signifor
"Pasireotide for Injectable Suspension, for Intramuscular Use (Signifor-LAR)",Pasireotide,Signifor-LAR
Pataday (Olopatadine Hydrochloride Ophthalmic Solution),Pataday,Olopatadine
Pataday (Olopatadine Hydrochloride Ophthalmic Solution),Pataday,Olopatadine
Patanase Nasal Spray (Olopatadine Hydrochloride Nasal Spray),Patanase,Olopatadine
Patanase Nasal Spray (Olopatadine Hydrochloride Nasal Spray),Patanase,Olopatadine
Patanol (Olopatadine),Patanol,Olopatadine
Patanol (Olopatadine),Patanol,Olopatadine
Patiromer Powder for Suspension in Water for Oral Administration (Veltassa),Patiromer,Veltassa
Pavulon (Pancuronium Bromide Injection),Pavulon,Pancuronium
Paxil (Paroxetine Hydrochloride),Paxil,Paroxetine
Paxil (Paroxetine Hydrochloride),Paxil,Paroxetine
Paxil-CR (Paroxetine Hydrochloride),Paxil-CR,Paroxetine
Paxil-CR (Paroxetine Hydrochloride),Paxil-CR,Paroxetine
Pazeo (Olopatadine Hydrochloride Ophthalmic Solution),Pazeo,Olopatadine
Pazopanib Tablets (Votrient),Pazopanib,Votrient
Pazopanib Tablets (Votrient),Pazopanib,Votrient
PCE (Erythromycin PCE),PCE,Erythromycin
PCE (Erythromycin PCE),PCE,Erythromycin
Pediapred (Prednisolone Sodium),Pediapred,Prednisolone
Pediapred (Prednisolone Sodium),Pediapred,Prednisolone
"Pediarix (Diphtheria, Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B and Inactivated Poliovirus Vaccine)",Pediarix,Diphtheria
"Pediarix (Diphtheria, Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B and Inactivated Poliovirus Vaccine)",Pediarix,Diphtheria
Pediazole (Erythromycin and Sulfisoxazole),Pediazole,Erythromycin
Pediazole (Erythromycin and Sulfisoxazole),Pediazole,Erythromycin
"Pediotic (Neomycin, Polymyxin B and Hydrocortisone)",Pediotic,Neomycin
"Pediotic (Neomycin, Polymyxin B and Hydrocortisone)",Pediotic,Neomycin
"Pedtrace (Zinc, Copper, Manganese and Chromium Intravenous Solution)",Pedtrace,Zinc
Pedvax HIB (Haemophilus b Conjugate Vaccine),Pedvax,Haemophilus
Pedvax HIB (Haemophilus b Conjugate Vaccine),Pedvax,Haemophilus
PEG Electrolytes Solution (CoLyte),PEG,CoLyte
PEG Electrolytes Solution (CoLyte),PEG,CoLyte
"PEG-3350, Sodium Chloride, Sodium Bicarbonate and Potassium Chloride (TriLyte)",PEG-3350,TriLyte
"PEG-3350, Sodium Chloride, Sodium Bicarbonate and Potassium Chloride (TriLyte)",PEG-3350,TriLyte
"PEG-3350, Sodium Sulfate, Sodium Chloride, Potassium Chloride, Sodium Ascorbate, Ascorbic Acid  (MoviPrep)",PEG-3350,MoviPrep
"PEG-3350, Sodium Sulfate, Sodium Chloride, Potassium Chloride, Sodium Ascorbate, Ascorbic Acid  (MoviPrep)",PEG-3350,MoviPrep
Peg-Intron (Peginterferon alfa-2b),Peg-Intron,Peginterferon
Peg-Intron (Peginterferon alfa-2b),Peg-Intron,Peginterferon
Pegademase Bovine (Adagen),Pegademase,Adagen
Pegademase Bovine (Adagen),Pegademase,Adagen
Peganone (Ethotoin),Peganone,Ethotoin
Peganone (Ethotoin),Peganone,Ethotoin
Pegaptanib Sodium (Macugen),Pegaptanib,Macugen
Pegaptanib Sodium (Macugen),Pegaptanib,Macugen
Pegaspargase (Oncaspar),Pegaspargase,Oncaspar
Pegaspargase (Oncaspar),Pegaspargase,Oncaspar
Pegasys (Peginterferon alfa-2a),Pegasys,Peginterferon
Pegasys (Peginterferon alfa-2a),Pegasys,Peginterferon
Pegfilgrastim (Neulasta),Pegfilgrastim,Neulasta
Pegfilgrastim (Neulasta),Pegfilgrastim,Neulasta
Peginesatide (Omontys),Peginesatide,Omontys
Peginesatide (Omontys),Peginesatide,Omontys
Peginterferon alfa-2a (Pegasys),Peginterferon,Pegasys
Peginterferon alfa-2a (Pegasys),Peginterferon,Pegasys
Peginterferon alfa-2b (Peg-Intron),Peginterferon,Peg-Intron
Peginterferon alfa-2b (Peg-Intron),Peginterferon,Peg-Intron
Peginterferon alfa-2b (Sylatron),Peginterferon,Sylatron
Peginterferon alfa-2b (Sylatron),Peginterferon,Sylatron
Peginterferon alfa-2b and Ribavirin Combo Pack (PegIntron and Rebetol Combo Pack),Peginterferon,PegIntron
Peginterferon Beta-1a Injection for Subcutaneous Use (Plegridy),Peginterferon,Plegridy
PegIntron and Rebetol Combo Pack (Peginterferon alfa-2b and Ribavirin Combo Pack),PegIntron,Peginterferon
Pegloticase Injection (Krystexxa),Pegloticase,Krystexxa
Pegloticase Injection (Krystexxa),Pegloticase,Krystexxa
Pegvisomant (Somavert),Pegvisomant,Somavert
Pegvisomant (Somavert),Pegvisomant,Somavert
Pembrolizumab for Injection (Keytruda),Pembrolizumab,Keytruda
Pemetrexed (Alimta),Pemetrexed,Alimta
Pemetrexed (Alimta),Pemetrexed,Alimta
Pemirolast Potassium Ophthalmic Solution (Alamast),Pemirolast,Alamast
Pemirolast Potassium Ophthalmic Solution (Alamast),Pemirolast,Alamast
Pemoline (Cylert),Pemoline,Cylert
penbutolol sulfate (Levatol),penbutolol,Levatol
penbutolol sulfate (Levatol),penbutolol,Levatol
Penciclovir (Denavir),Penciclovir,Denavir
Penciclovir (Denavir),Penciclovir,Denavir
Penetrex (Enoxacin),Penetrex,Enoxacin
Penicillamine (Cuprimine),Penicillamine,Cuprimine
Penicillamine (Cuprimine),Penicillamine,Cuprimine
Penicillin G Benzathine and Penicillin G Procaine Inj (Bicillin CR),Penicillin,Bicillin
Penicillin G Benzathine and Penicillin G Procaine Inj (Bicillin CR),Penicillin,Bicillin
Penicillin G Benzathine and Penicillin G Procaine Injection (Bicillin C-R 900/300),Penicillin,Bicillin
